Articulo,Factura,Nro,Fecha,SubTotal,Total,Estado,id_producto,Cantidad,PrecioUnitario,Precio,Comentario,Contacto,Cuenta,Edad,Usuario
"Terfiren crema - 5g","Pedido de Cliente 13",SO403,"2012-09-28 10:45:08",1414.000,1725.080,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 13",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 13",SO403,"2012-09-28 10:45:08",1414.000,1725.080,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 13",2,"Dos Visitador Dos"
Alufren,"Pedido de Cliente 16",SO404,"2012-11-20 16:17:31",360.000,439.200,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 16",55,"3 Visitador tres"
Pantogar,"Pedido de Cliente 16",SO404,"2012-11-20 16:17:31",360.000,439.200,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 16",55,"3 Visitador tres"
Alufren,"Pedido de Cliente 18",SO405,"2012-10-03 14:51:06",2828.000,3450.160,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 18",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 18",SO405,"2012-10-03 14:51:06",2828.000,3450.160,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 18",2,"Dos Visitador Dos"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 18",SO405,"2012-10-03 14:51:06",2828.000,3450.160,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 18",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 18",SO405,"2012-10-03 14:51:06",2828.000,3450.160,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 18",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 16",SO406,"2012-12-13 16:35:57",2648.000,3230.560,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 16",55,"3 Visitador tres"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 16",SO406,"2012-12-13 16:35:57",2648.000,3230.560,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 16",55,"3 Visitador tres"
"Ad Muc","Pedido de Cliente 16",SO406,"2012-12-13 16:35:57",2648.000,3230.560,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 16",55,"3 Visitador tres"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 9",SO407,"2013-02-06 15:39:20",3648.000,4450.560,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 9",32,"uno Visitador"
Ebroset,"Pedido de Cliente 9",SO407,"2013-02-06 15:39:20",3648.000,4450.560,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 9",32,"uno Visitador"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 9",SO407,"2013-02-06 15:39:20",3648.000,4450.560,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 9",32,"uno Visitador"
Contractubex,"Pedido de Cliente 9",SO407,"2013-02-06 15:39:20",3648.000,4450.560,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 9",32,"uno Visitador"
"Hepa-Merz Granulado","Pedido de Cliente 9",SO408,"2013-07-18 21:29:13",2960.000,3611.200,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 9",2,"Dos Visitador Dos"
"Ad Muc","Pedido de Cliente 9",SO408,"2013-07-18 21:29:13",2960.000,3611.200,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 9",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 9",SO408,"2013-07-18 21:29:13",2960.000,3611.200,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 9",2,"Dos Visitador Dos"
Alufren,"Pedido de Cliente 9",SO408,"2013-07-18 21:29:13",2960.000,3611.200,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 9",2,"Dos Visitador Dos"
"Ebro Visión","Pedido de Cliente 9",SO408,"2013-07-18 21:29:13",2960.000,3611.200,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 9",2,"Dos Visitador Dos"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 2",SO409,"2013-05-01 16:38:20",1814.000,2213.080,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 2",2,"Dos Visitador Dos"
Contractubex,"Pedido de Cliente 2",SO409,"2013-05-01 16:38:20",1814.000,2213.080,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 2",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 2",SO409,"2013-05-01 16:38:20",1814.000,2213.080,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 2",2,"Dos Visitador Dos"
"Terfiren crema - 10g","Pedido de Cliente 2",SO409,"2013-05-01 16:38:20",1814.000,2213.080,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 2",2,"Dos Visitador Dos"
Contractubex,"Pedido de Cliente 16",SO410,"2013-07-14 20:10:03",360.000,439.200,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 16",55,"3 Visitador tres"
Viru-Merz,"Pedido de Cliente 16",SO410,"2013-07-14 20:10:03",360.000,439.200,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 16",55,"3 Visitador tres"
Ebroset,"Pedido de Cliente 18",SO411,"2012-08-11 21:52:51",4648.000,5670.560,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 18",32,"uno Visitador"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 18",SO411,"2012-08-11 21:52:51",4648.000,5670.560,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 18",32,"uno Visitador"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 18",SO411,"2012-08-11 21:52:51",4648.000,5670.560,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 18",32,"uno Visitador"
Ebroset,"Pedido de Cliente 18",SO411,"2012-08-11 21:52:51",4648.000,5670.560,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 18",32,"uno Visitador"
Ebroset,"Pedido de Cliente 18",SO411,"2012-08-11 21:52:51",4648.000,5670.560,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 18",32,"uno Visitador"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 6",SO412,"2012-08-10 12:42:14",1234.000,1505.480,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 6",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 19",SO413,"2012-12-04 16:10:17",3811.000,4649.420,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 19",32,"uno Visitador"
"Eu-tTG IgA Humana","Pedido de Cliente 19",SO413,"2012-12-04 16:10:17",3811.000,4649.420,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 19",32,"uno Visitador"
"Ebroderm Piel Normal","Pedido de Cliente 19",SO413,"2012-12-04 16:10:17",3811.000,4649.420,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 19",32,"uno Visitador"
Ebroset,"Pedido de Cliente 19",SO413,"2012-12-04 16:10:17",3811.000,4649.420,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 19",32,"uno Visitador"
"Ad Muc","Pedido de Cliente 16",SO414,"2012-11-30 15:16:14",1437.000,1753.140,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 16",32,"uno Visitador"
Viru-Merz,"Pedido de Cliente 16",SO414,"2012-11-30 15:16:14",1437.000,1753.140,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 16",32,"uno Visitador"
"Eu-tTG IgA Humana","Pedido de Cliente 16",SO414,"2012-11-30 15:16:14",1437.000,1753.140,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 16",32,"uno Visitador"
Pantogar,"Pedido de Cliente 16",SO414,"2012-11-30 15:16:14",1437.000,1753.140,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 16",32,"uno Visitador"
"Ebro Bebé","Pedido de Cliente 5",SO415,"2013-05-04 18:29:42",1540.000,1878.800,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 5",55,"3 Visitador tres"
Viru-Merz,"Pedido de Cliente 5",SO415,"2013-05-04 18:29:42",1540.000,1878.800,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 5",55,"3 Visitador tres"
Ebroset,"Pedido de Cliente 5",SO415,"2013-05-04 18:29:42",1540.000,1878.800,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 5",55,"3 Visitador tres"
Pantogar,"Pedido de Cliente 5",SO415,"2013-05-04 18:29:42",1540.000,1878.800,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 5",55,"3 Visitador tres"
Viru-Merz,"Pedido de Cliente 13",SO416,"2012-08-07 13:37:39",540.000,658.800,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 13",2,"Dos Visitador Dos"
Pantogar,"Pedido de Cliente 13",SO416,"2012-08-07 13:37:39",540.000,658.800,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 13",2,"Dos Visitador Dos"
Viru-Merz,"Pedido de Cliente 13",SO416,"2012-08-07 13:37:39",540.000,658.800,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 13",2,"Dos Visitador Dos"
"Ebro Bebé","Pedido de Cliente 12",SO417,"2013-06-23 12:36:54",1820.000,2220.400,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 12",55,"3 Visitador tres"
"Ebro Visión","Pedido de Cliente 12",SO417,"2013-06-23 12:36:54",1820.000,2220.400,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 12",55,"3 Visitador tres"
"Terfiren crema - 10g","Pedido de Cliente 12",SO417,"2013-06-23 12:36:54",1820.000,2220.400,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 12",55,"3 Visitador tres"
"Ebroderm Piel Seca","Pedido de Cliente 7",SO419,"2013-02-14 14:11:01",3991.000,4869.020,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 7",2,"Dos Visitador Dos"
"Ebroderm Piel Normal","Pedido de Cliente 7",SO419,"2013-02-14 14:11:01",3991.000,4869.020,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 7",2,"Dos Visitador Dos"
Pantogar,"Pedido de Cliente 7",SO419,"2013-02-14 14:11:01",3991.000,4869.020,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 7",2,"Dos Visitador Dos"
"Eu-tTG IgA Humana","Pedido de Cliente 7",SO419,"2013-02-14 14:11:01",3991.000,4869.020,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 7",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 7",SO419,"2013-02-14 14:11:01",3991.000,4869.020,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 7",2,"Dos Visitador Dos"
Viru-Merz,"Pedido de Cliente 4",SO420,"2012-10-14 13:47:14",2257.000,2753.540,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 4",55,"3 Visitador tres"
"Eu-tTG IgA Humana","Pedido de Cliente 4",SO420,"2012-10-14 13:47:14",2257.000,2753.540,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 4",55,"3 Visitador tres"
"Ad Muc","Pedido de Cliente 4",SO420,"2012-10-14 13:47:14",2257.000,2753.540,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 4",55,"3 Visitador tres"
Ebroset,"Pedido de Cliente 4",SO420,"2012-10-14 13:47:14",2257.000,2753.540,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 4",55,"3 Visitador tres"
"Terfiren crema - 5g","Pedido de Cliente 18",SO421,"2013-01-25 10:56:06",180.000,219.600,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 18",32,"uno Visitador"
"Ebroderm Piel Normal","Pedido de Cliente 6",SO422,"2013-07-18 16:59:23",3040.000,3708.800,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 6",32,"uno Visitador"
"Hepa-Merz Granulado","Pedido de Cliente 6",SO422,"2013-07-18 16:59:23",3040.000,3708.800,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 6",32,"uno Visitador"
Ebroset,"Pedido de Cliente 6",SO422,"2013-07-18 16:59:23",3040.000,3708.800,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 6",32,"uno Visitador"
"Ad Muc","Pedido de Cliente 6",SO422,"2013-07-18 16:59:23",3040.000,3708.800,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 6",32,"uno Visitador"
Ebroset,"Pedido de Cliente 6",SO422,"2013-07-18 16:59:23",3040.000,3708.800,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 6",32,"uno Visitador"
"Ebro Visión","Pedido de Cliente 13",SO423,"2013-01-27 21:31:04",2014.000,2457.080,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 13",32,"uno Visitador"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 13",SO423,"2013-01-27 21:31:04",2014.000,2457.080,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 13",32,"uno Visitador"
Contractubex,"Pedido de Cliente 13",SO423,"2013-01-27 21:31:04",2014.000,2457.080,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 13",32,"uno Visitador"
"Hepa-Merz Granulado","Pedido de Cliente 7",SO424,"2013-07-20 15:25:20",1000.000,1220.000,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 7",32,"uno Visitador"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 10",SO425,"2013-03-10 14:06:15",1234.000,1505.480,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 10",55,"3 Visitador tres"
"Ebro Visión","Pedido de Cliente 12",SO426,"2012-12-12 11:52:36",3234.000,3945.480,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 12",32,"uno Visitador"
"Ebroderm Piel Seca","Pedido de Cliente 12",SO426,"2012-12-12 11:52:36",3234.000,3945.480,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 12",32,"uno Visitador"
Contractubex,"Pedido de Cliente 12",SO426,"2012-12-12 11:52:36",3234.000,3945.480,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 12",32,"uno Visitador"
"Hepa-Merz Granulado","Pedido de Cliente 12",SO426,"2012-12-12 11:52:36",3234.000,3945.480,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 12",32,"uno Visitador"
"Terfiren crema - 10g","Pedido de Cliente 12",SO426,"2012-12-12 11:52:36",3234.000,3945.480,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 12",32,"uno Visitador"
"Terfiren crema - 10g","Pedido de Cliente 20",SO427,"2012-09-15 20:39:42",2477.000,3021.940,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 20",55,"3 Visitador tres"
Alufren,"Pedido de Cliente 20",SO427,"2012-09-15 20:39:42",2477.000,3021.940,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 20",55,"3 Visitador tres"
Pantogar,"Pedido de Cliente 20",SO427,"2012-09-15 20:39:42",2477.000,3021.940,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 20",55,"3 Visitador tres"
"Eu-tTG IgA Humana","Pedido de Cliente 20",SO427,"2012-09-15 20:39:42",2477.000,3021.940,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 20",55,"3 Visitador tres"
Ebroset,"Pedido de Cliente 20",SO427,"2012-09-15 20:39:42",2477.000,3021.940,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 20",55,"3 Visitador tres"
Alufren,"Pedido de Cliente 3",SO428,"2012-12-15 20:35:30",580.000,707.600,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 3",32,"uno Visitador"
"Terfiren crema - 10g","Pedido de Cliente 3",SO428,"2012-12-15 20:35:30",580.000,707.600,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 3",32,"uno Visitador"
Contractubex,"Pedido de Cliente 3",SO428,"2012-12-15 20:35:30",580.000,707.600,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 3",32,"uno Visitador"
"Ebroderm Piel Seca","Pedido de Cliente 8",SO429,"2013-03-12 18:51:32",1414.000,1725.080,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 8",55,"3 Visitador tres"
Pantogar,"Pedido de Cliente 8",SO429,"2013-03-12 18:51:32",1414.000,1725.080,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 8",55,"3 Visitador tres"
Ebroset,"Pedido de Cliente 2",SO430,"2012-11-08 14:41:42",3180.000,3879.600,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 2",32,"uno Visitador"
Ebroset,"Pedido de Cliente 2",SO430,"2012-11-08 14:41:42",3180.000,3879.600,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 2",32,"uno Visitador"
Alufren,"Pedido de Cliente 2",SO430,"2012-11-08 14:41:42",3180.000,3879.600,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 2",32,"uno Visitador"
"Ebro Bebé","Pedido de Cliente 2",SO430,"2012-11-08 14:41:42",3180.000,3879.600,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 2",32,"uno Visitador"
Alufren,"Pedido de Cliente 13",SO431,"2013-05-14 14:55:09",1077.000,1313.940,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 13",32,"uno Visitador"
"Eu-tTG IgA Humana","Pedido de Cliente 13",SO431,"2013-05-14 14:55:09",1077.000,1313.940,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 13",32,"uno Visitador"
"Ebro Bebé","Pedido de Cliente 3",SO432,"2012-08-08 13:05:26",1000.000,1220.000,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 3",55,"3 Visitador tres"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 16",SO433,"2013-02-09 18:11:56",2914.000,3555.080,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 16",2,"Dos Visitador Dos"
Viru-Merz,"Pedido de Cliente 16",SO433,"2013-02-09 18:11:56",2914.000,3555.080,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 16",2,"Dos Visitador Dos"
"Ebroderm Piel Normal","Pedido de Cliente 16",SO433,"2013-02-09 18:11:56",2914.000,3555.080,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 16",2,"Dos Visitador Dos"
"Ebro Bebé","Pedido de Cliente 12",SO434,"2013-01-19 18:36:38",2500.000,3050.000,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 12",55,"3 Visitador tres"
"Ebroderm Piel Normal","Pedido de Cliente 12",SO434,"2013-01-19 18:36:38",2500.000,3050.000,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 12",55,"3 Visitador tres"
"Hepa-Merz Granulado","Pedido de Cliente 19",SO435,"2013-07-26 17:48:15",1540.000,1878.800,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 19",2,"Dos Visitador Dos"
Viru-Merz,"Pedido de Cliente 19",SO435,"2013-07-26 17:48:15",1540.000,1878.800,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 19",2,"Dos Visitador Dos"
"Ad Muc","Pedido de Cliente 19",SO435,"2013-07-26 17:48:15",1540.000,1878.800,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 19",2,"Dos Visitador Dos"
Viru-Merz,"Pedido de Cliente 19",SO435,"2013-07-26 17:48:15",1540.000,1878.800,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 19",2,"Dos Visitador Dos"
"Ebro Visión","Pedido de Cliente 15",SO436,"2013-01-02 20:15:59",600.000,732.000,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 15",2,"Dos Visitador Dos"
"Eu-tTG IgA Humana","Pedido de Cliente 5",SO437,"2013-03-18 18:57:16",1077.000,1313.940,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 5",2,"Dos Visitador Dos"
Pantogar,"Pedido de Cliente 5",SO437,"2013-03-18 18:57:16",1077.000,1313.940,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 5",2,"Dos Visitador Dos"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 16",SO438,"2013-06-11 18:01:36",4882.000,5956.040,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 16",32,"uno Visitador"
"Ebroderm Piel Seca","Pedido de Cliente 16",SO438,"2013-06-11 18:01:36",4882.000,5956.040,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 16",32,"uno Visitador"
"Ebroderm Piel Seca","Pedido de Cliente 16",SO438,"2013-06-11 18:01:36",4882.000,5956.040,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 16",32,"uno Visitador"
"Terfiren crema - 5g","Pedido de Cliente 16",SO438,"2013-06-11 18:01:36",4882.000,5956.040,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 16",32,"uno Visitador"
Ebroset,"Pedido de Cliente 16",SO438,"2013-06-11 18:01:36",4882.000,5956.040,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 16",32,"uno Visitador"
Contractubex,"Pedido de Cliente 13",SO440,"2012-11-05 21:31:19",2040.000,2488.800,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 13",2,"Dos Visitador Dos"
Contractubex,"Pedido de Cliente 13",SO440,"2012-11-05 21:31:19",2040.000,2488.800,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 13",2,"Dos Visitador Dos"
"Ad Muc","Pedido de Cliente 13",SO440,"2012-11-05 21:31:19",2040.000,2488.800,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 13",2,"Dos Visitador Dos"
"Ebroderm Piel Normal","Pedido de Cliente 13",SO440,"2012-11-05 21:31:19",2040.000,2488.800,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 13",2,"Dos Visitador Dos"
"Eu-tTG IgA Humana","Pedido de Cliente 20",SO441,"2013-04-17 10:26:15",897.000,1094.340,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 20",32,"uno Visitador"
Ebroset,"Pedido de Cliente 14",SO442,"2013-07-19 19:25:34",3380.000,4123.600,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 14",32,"uno Visitador"
"Ebro Visión","Pedido de Cliente 14",SO442,"2013-07-19 19:25:34",3380.000,4123.600,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 14",32,"uno Visitador"
"Ebro Bebé","Pedido de Cliente 14",SO442,"2013-07-19 19:25:34",3380.000,4123.600,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 14",32,"uno Visitador"
"Ebro Bebé","Pedido de Cliente 14",SO442,"2013-07-19 19:25:34",3380.000,4123.600,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 14",32,"uno Visitador"
"Ebro Visión","Pedido de Cliente 14",SO442,"2013-07-19 19:25:34",3380.000,4123.600,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 14",32,"uno Visitador"
Alufren,"Pedido de Cliente 15",SO443,"2013-03-31 11:54:00",3274.000,3994.280,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 15",55,"3 Visitador tres"
Alufren,"Pedido de Cliente 15",SO443,"2013-03-31 11:54:00",3274.000,3994.280,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 15",55,"3 Visitador tres"
"Ebroderm Piel Seca","Pedido de Cliente 15",SO443,"2013-03-31 11:54:00",3274.000,3994.280,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 15",55,"3 Visitador tres"
